"condition","plot_id","thermal.time","DAS","phenotype_value"
"Optimum",4087,1290,95,65.16287332
"Optimum",4088,1290,95,55.21537512
"Optimum",4089,1290,95,58.62704944
"Optimum",4090,1290,95,66.07017938
"Optimum",5031,1290,95,52.20543809
"Optimum",5032,1290,95,62.07353107
"Optimum",5033,1290,95,65.01047207
"Optimum",5034,1290,95,60.6868564
"Optimum",5035,1290,95,59.48755358
"Optimum",5036,1290,95,67.35102931
"Optimum",5037,1290,95,68.86602439
"Optimum",5038,1290,95,54.43713919
"Optimum",5039,1290,95,59.90890691
"Optimum",5040,1290,95,61.08389718
"Optimum",4080,1290,95,67.85065105
"Optimum",4079,1290,95,58.38939126
"Optimum",4078,1290,95,68.06920424
"Optimum",4077,1290,95,53.606957
"Optimum",4076,1290,95,55.84566921
"Optimum",4075,1290,95,67.1819616
"Optimum",4074,1290,95,70.13754583
"Optimum",4073,1290,95,54.84470093
"Optimum",4072,1290,95,61.6698465
"Optimum",4071,1290,95,69.51737743
"Optimum",5050,1290,95,56.24101016
"Optimum",5049,1290,95,52.3463169
"Optimum",5048,1290,95,55.35435304
"Optimum",5047,1290,95,58.08034531
"Optimum",5046,1290,95,59.00907588
"Optimum",5045,1290,95,79.14136978
"Optimum",5044,1290,95,58.25823429
"Optimum",5043,1290,95,61.40547065
"Optimum",5042,1290,95,59.0050523
"Optimum",5041,1290,95,64.18218942
"Optimum",4061,1290,95,52.42623764
"Optimum",4062,1290,95,57.15092972
"Optimum",4063,1290,95,52.82783372
"Optimum",4064,1290,95,69.23585982
"Optimum",4065,1290,95,58.64507851
"Optimum",4067,1290,95,61.12392335
"Optimum",4068,1290,95,60.07768821
"Optimum",4069,1290,95,55.87542664
"Optimum",4070,1290,95,66.91688707
"Optimum",5051,1290,95,55.20299966
"Optimum",5052,1290,95,49.91816042
"Optimum",5053,1290,95,62.71168055
"Optimum",5054,1290,95,56.9487743
"Optimum",5056,1290,95,57.94167408
"Optimum",5057,1290,95,67.16888228
"Optimum",5058,1290,95,52.06124794
"Optimum",5059,1290,95,64.1076551
"Optimum",5060,1290,95,63.48419538
"Optimum",4060,1290,95,63.14896649
"Optimum",4059,1290,95,67.22001422
"Optimum",4058,1290,95,66.74661813
"Optimum",4057,1290,95,69.17223896
"Optimum",4056,1290,95,66.31460063
"Optimum",4055,1290,95,60.9595514
"Optimum",4054,1290,95,61.17166697
"Optimum",4053,1290,95,71.55674937
"Optimum",4052,1290,95,64.18632815
"Optimum",4051,1290,95,62.0942348
"Optimum",5070,1290,95,55.09200251
"Optimum",5069,1290,95,68.98263358
"Optimum",5068,1290,95,58.33424996
"Optimum",5067,1290,95,60.05825706
"Optimum",5066,1290,95,66.24677406
"Optimum",5065,1290,95,59.28402258
"Optimum",5064,1290,95,64.20968227
"Optimum",5063,1290,95,59.67548878
"Optimum",5062,1290,95,74.35591188
"Optimum",5061,1290,95,59.50471537
"Optimum",4041,1290,95,69.84763743
"Optimum",4042,1290,95,74.14771173
"Optimum",4043,1290,95,64.55617199
"Optimum",4044,1290,95,72.40779802
"Optimum",4045,1290,95,68.92627836
"Optimum",4046,1290,95,66.22563946
"Optimum",4047,1290,95,69.7695719
"Optimum",4048,1290,95,57.66508646
"Optimum",4049,1290,95,57.52316607
"Optimum",4050,1290,95,60.81598973
"Optimum",5071,1290,95,73.35618227
"Optimum",5072,1290,95,61.36687187
"Optimum",5073,1290,95,64.19713609
"Optimum",5074,1290,95,57.59124019
"Optimum",5075,1290,95,56.80989169
"Optimum",5076,1290,95,68.40780951
"Optimum",5077,1290,95,71.54590859
"Optimum",5078,1290,95,63.46101262
"Optimum",5079,1290,95,50.06461713
"Optimum",5080,1290,95,63.74162145
"Optimum",4040,1290,95,72.96562288
"Optimum",4039,1290,95,64.14709045
"Optimum",4037,1290,95,68.78141807
"Optimum",4036,1290,95,63.75737504
"Optimum",4035,1290,95,75.85457395
"Optimum",4034,1290,95,64.84923609
"Optimum",4033,1290,95,73.87807642
"Optimum",4032,1290,95,60.26789181
"Optimum",4031,1290,95,69.70709464
"Optimum",5090,1290,95,71.37262547
"Optimum",5089,1290,95,63.59549445
"Optimum",5088,1290,95,70.48331934
"Optimum",5087,1290,95,67.74458508
"Optimum",5086,1290,95,68.61546175
"Optimum",5085,1290,95,64.26469
"Optimum",5084,1290,95,69.0003569
"Optimum",5083,1290,95,62.46919058
"Optimum",5082,1290,95,59.46449033
"Optimum",5081,1290,95,62.06683257
"Optimum",4021,1290,95,62.38897399
"Optimum",4022,1290,95,62.24759243
"Optimum",4023,1290,95,78.14854276
"Optimum",4024,1290,95,73.38583304
"Optimum",4025,1290,95,74.93955214
"Optimum",4026,1290,95,74.51746304
"Optimum",4027,1290,95,77.08714138
"Optimum",4028,1290,95,70.6313468
"Optimum",4029,1290,95,67.55342166
"Optimum",4030,1290,95,69.17305205
"Optimum",5091,1290,95,73.71838369
"Optimum",5092,1290,95,57.88212641
"Optimum",5093,1290,95,56.72048574
"Optimum",5094,1290,95,54.07545508
"Optimum",5095,1290,95,62.08635892
"Optimum",5096,1290,95,64.47326021
"Optimum",5097,1290,95,73.18117218
"Optimum",5098,1290,95,59.29537633
"Optimum",5099,1290,95,67.02615854
"Optimum",5100,1290,95,62.48646976
"Optimum",4020,1290,95,70.28616633
"Optimum",4019,1290,95,61.75959314
"Optimum",4018,1290,95,60.00551031
"Optimum",4017,1290,95,66.46578485
"Optimum",4016,1290,95,67.79667662
"Optimum",4015,1290,95,58.05271768
"Optimum",4014,1290,95,58.08644203
"Optimum",4013,1290,95,58.53017362
"Optimum",4012,1290,95,71.06018399
"Optimum",4011,1290,95,64.36078135
"Optimum",5110,1290,95,59.45577419
"Optimum",5109,1290,95,62.7242614
"Optimum",5108,1290,95,69.71923414
"Optimum",5107,1290,95,56.83093784
"Optimum",5106,1290,95,70.98968729
"Optimum",5105,1290,95,68.43386901
"Optimum",5104,1290,95,57.98973267
"Optimum",5103,1290,95,67.66190393
"Optimum",5102,1290,95,57.24724479
"Optimum",5101,1290,95,64.39860564
"Optimum",4002,1290,95,66.74009349
"Optimum",4003,1290,95,63.70713941
"Optimum",4004,1290,95,62.53767119
"Optimum",4005,1290,95,74.54284431
"Optimum",4006,1290,95,64.29093528
"Optimum",4007,1290,95,59.0871988
"Optimum",4008,1290,95,66.54553997
"Optimum",4009,1290,95,77.54732637
"Optimum",4010,1290,95,71.14692149
"Optimum",5111,1290,95,66.67326574
"Optimum",5112,1290,95,69.43491646
"Optimum",5113,1290,95,74.17960832
"Optimum",5114,1290,95,61.40631909
"Optimum",5115,1290,95,59.29020473
"Optimum",5116,1290,95,68.41347678
"Optimum",5117,1290,95,58.93532724
"Optimum",5118,1290,95,66.98194747
"Optimum",5119,1290,95,62.36680322
"Optimum",5120,1290,95,61.29721051
"Optimum",3120,1290,95,70.04188154
"Optimum",3119,1290,95,75.74893423
"Optimum",3118,1290,95,74.42829056
"Optimum",3117,1290,95,63.19559372
"Optimum",3116,1290,95,53.16810717
"Optimum",3115,1290,95,62.89619393
"Optimum",3114,1290,95,62.8108241
"Optimum",3113,1290,95,67.98346719
"Optimum",3112,1290,95,54.79667576
"Optimum",3111,1290,95,63.65042351
"Optimum",6010,1290,95,68.71806735
"Optimum",6009,1290,95,56.13744584
"Optimum",6008,1290,95,59.5080799
"Optimum",6007,1290,95,59.29936879
"Optimum",6006,1290,95,62.57667477
"Optimum",6005,1290,95,71.40503808
"Optimum",6004,1290,95,77.55635289
"Optimum",6003,1290,95,64.37968027
"Optimum",6002,1290,95,59.09462574
"Optimum",6001,1290,95,73.06411643
"Optimum",3101,1290,95,64.81765357
"Optimum",3102,1290,95,67.28514071
"Optimum",3103,1290,95,60.21634391
"Optimum",3104,1290,95,63.81487704
"Optimum",3105,1290,95,69.41731753
"Optimum",3106,1290,95,74.00831507
"Optimum",3107,1290,95,61.52159966
"Optimum",3108,1290,95,64.45095168
"Optimum",3110,1290,95,73.55686413
"Optimum",6011,1290,95,62.12981584
"Optimum",6012,1290,95,67.19231858
"Optimum",6013,1290,95,59.38883418
"Optimum",6014,1290,95,59.35946507
"Optimum",6015,1290,95,67.60241109
"Optimum",6016,1290,95,67.3649231
"Optimum",6017,1290,95,64.7364334
"Optimum",6018,1290,95,57.95395006
"Optimum",6019,1290,95,51.53582129
"Optimum",6020,1290,95,61.28277589
"Optimum",3100,1290,95,75.50207495
"Optimum",3099,1290,95,63.87993291
"Optimum",3098,1290,95,58.64200942
"Optimum",3097,1290,95,65.89643729
"Optimum",3096,1290,95,62.51331329
"Optimum",3095,1290,95,58.9938689
"Optimum",3094,1290,95,57.79275602
"Optimum",3093,1290,95,60.44798843
"Optimum",3092,1290,95,67.29419153
"Optimum",3091,1290,95,57.40531099
"Optimum",6030,1290,95,64.76987532
"Optimum",6029,1290,95,60.88624657
"Optimum",6028,1290,95,70.08861054
"Optimum",6027,1290,95,60.5110633
"Optimum",6026,1290,95,62.89017888
"Optimum",6025,1290,95,72.63258364
"Optimum",6024,1290,95,63.26495177
"Optimum",6023,1290,95,65.16281397
"Optimum",6022,1290,95,64.74807524
"Optimum",6021,1290,95,61.03234847
"Optimum",3081,1290,95,62.65231544
"Optimum",3082,1290,95,67.41128866
"Optimum",3083,1290,95,61.29436155
"Optimum",3084,1290,95,65.92503311
"Optimum",3085,1290,95,65.97238657
"Optimum",3086,1290,95,68.42952806
"Optimum",3087,1290,95,67.68924149
"Optimum",3088,1290,95,69.17494566
"Optimum",3089,1290,95,59.10689676
"Optimum",3090,1290,95,61.09130566
"Optimum",6031,1290,95,64.58090704
"Optimum",6032,1290,95,69.43252277
"Optimum",6033,1290,95,67.66221246
"Optimum",6034,1290,95,64.53390664
"Optimum",6035,1290,95,64.63570829
"Optimum",6036,1290,95,77.36271105
"Optimum",6037,1290,95,74.73301799
"Optimum",6038,1290,95,59.76048957
"Optimum",6039,1290,95,58.23947954
"Optimum",6040,1290,95,71.83077068
"Optimum",3080,1290,95,64.70263735
"Optimum",3079,1290,95,61.62786761
"Optimum",3078,1290,95,71.01990869
"Optimum",3077,1290,95,65.03477273
"Optimum",3076,1290,95,62.71135814
"Optimum",3075,1290,95,61.98605489
"Optimum",3074,1290,95,64.77434293
"Optimum",3073,1290,95,61.2792603
"Optimum",3072,1290,95,66.47498966
"Optimum",3071,1290,95,63.69925583
"Optimum",6050,1290,95,64.51030229
"Optimum",6049,1290,95,58.78163959
"Optimum",6048,1290,95,75.64206087
"Optimum",6047,1290,95,64.77710648
"Optimum",6046,1290,95,73.02533858
"Optimum",6045,1290,95,66.91423231
"Optimum",6044,1290,95,60.35536938
"Optimum",6043,1290,95,64.13477587
"Optimum",6042,1290,95,61.68624812
"Optimum",6041,1290,95,66.46649613
"Optimum",3061,1290,95,61.71944575
"Optimum",3062,1290,95,57.47119298
"Optimum",3063,1290,95,60.74503942
"Optimum",3064,1290,95,60.90796121
"Optimum",3065,1290,95,63.45115331
"Optimum",3066,1290,95,63.54969048
"Optimum",3067,1290,95,65.67323489
"Optimum",3068,1290,95,67.69910563
"Optimum",3069,1290,95,65.27630789
"Optimum",3070,1290,95,65.74946736
"Optimum",6051,1290,95,64.22022294
"Optimum",6052,1290,95,60.82411361
"Optimum",6053,1290,95,66.29973428
"Optimum",6054,1290,95,58.2958444
"Optimum",6055,1290,95,62.78265349
"Optimum",6056,1290,95,65.17077324
"Optimum",6057,1290,95,76.02261666
"Optimum",6058,1290,95,73.47279556
"Optimum",6059,1290,95,72.38669732
"Optimum",6060,1290,95,73.72320598
"Optimum",3060,1290,95,67.9435529
"Optimum",3059,1290,95,62.06226956
"Optimum",3058,1290,95,65.96102532
"Optimum",3057,1290,95,68.6635005
"Optimum",3056,1290,95,65.41914324
"Optimum",3055,1290,95,67.7114135
"Optimum",3054,1290,95,60.80460423
"Optimum",3053,1290,95,66.00802862
"Optimum",3052,1290,95,62.47735555
"Optimum",3051,1290,95,65.29333853
"Optimum",6070,1290,95,77.46658909
"Optimum",6069,1290,95,79.36079319
"Optimum",6068,1290,95,71.04360009
"Optimum",6067,1290,95,73.23766773
"Optimum",6066,1290,95,70.74199914
"Optimum",6065,1290,95,61.95832689
"Optimum",6064,1290,95,67.49036964
"Optimum",6063,1290,95,60.60519545
"Optimum",6062,1290,95,70.06317583
"Optimum",6061,1290,95,59.54504075
"Optimum",3041,1290,95,62.60860115
"Optimum",3042,1290,95,60.52739867
"Optimum",3043,1290,95,64.20729264
"Optimum",3044,1290,95,65.52997753
"Optimum",3045,1290,95,73.7991348
"Optimum",3046,1290,95,58.82757482
"Optimum",3047,1290,95,60.00497256
"Optimum",3048,1290,95,59.327893
"Optimum",3049,1290,95,62.14078044
"Optimum",3050,1290,95,66.74365032
"Optimum",6071,1290,95,68.74341262
"Optimum",6072,1290,95,73.01385542
"Optimum",6073,1290,95,59.41079671
"Optimum",6074,1290,95,60.3767467
"Optimum",6075,1290,95,59.49148999
"Optimum",6076,1290,95,65.70455698
"Optimum",6077,1290,95,58.26615725
"Optimum",6078,1290,95,62.26364575
"Optimum",6079,1290,95,66.35970466
"Optimum",6080,1290,95,59.91062624
"Optimum",3040,1290,95,64.44434071
"Optimum",3039,1290,95,55.6895647
"Optimum",3038,1290,95,58.5650033
"Optimum",3037,1290,95,59.41699085
"Optimum",3036,1290,95,69.89020545
"Optimum",3035,1290,95,70.27920975
"Optimum",3034,1290,95,61.89175321
"Optimum",3033,1290,95,68.05772114
"Optimum",3032,1290,95,58.81452948
"Optimum",3031,1290,95,72.32065944
"Optimum",6090,1290,95,71.70357364
"Optimum",6089,1290,95,64.71885856
"Optimum",6088,1290,95,74.80795375
"Optimum",6087,1290,95,64.65137799
"Optimum",6086,1290,95,70.95206102
"Optimum",6085,1290,95,60.12742564
"Optimum",6084,1290,95,71.75276135
"Optimum",6083,1290,95,51.5631025
"Optimum",6082,1290,95,65.4926778
"Optimum",6081,1290,95,69.56346641
"Optimum",3021,1290,95,67.21726858
"Optimum",3022,1290,95,63.58074752
"Optimum",3023,1290,95,66.32013773
"Optimum",3024,1290,95,54.93257652
"Optimum",3025,1290,95,74.62418884
"Optimum",3026,1290,95,69.65552178
"Optimum",3027,1290,95,73.62448598
"Optimum",3028,1290,95,69.42590671
"Optimum",3029,1290,95,63.80804898
"Optimum",3030,1290,95,62.90223451
"Optimum",6091,1290,95,72.67274194
"Optimum",6092,1290,95,74.87157361
"Optimum",6093,1290,95,64.55282313
"Optimum",6094,1290,95,65.15928435
"Optimum",6095,1290,95,77.69568694
"Optimum",6096,1290,95,71.9343558
"Optimum",6097,1290,95,69.02643478
"Optimum",6098,1290,95,56.97886386
"Optimum",6099,1290,95,76.32070826
"Optimum",6100,1290,95,68.31024312
"Optimum",3020,1290,95,70.40468282
"Optimum",3019,1290,95,54.98886663
"Optimum",3017,1290,95,70.45160746
"Optimum",3016,1290,95,68.21861569
"Optimum",3015,1290,95,76.76817143
"Optimum",3014,1290,95,62.30060202
"Optimum",3013,1290,95,62.03669511
"Optimum",3012,1290,95,61.23231556
"Optimum",3011,1290,95,68.06313133
"Optimum",6110,1290,95,66.11034293
"Optimum",6109,1290,95,61.56851416
"Optimum",6108,1290,95,64.9784728
"Optimum",6107,1290,95,73.71731478
"Optimum",6106,1290,95,64.62636347
"Optimum",6105,1290,95,73.02597004
"Optimum",6104,1290,95,78.94814751
"Optimum",6103,1290,95,68.90142005
"Optimum",6102,1290,95,63.88312538
"Optimum",6101,1290,95,67.1517704
"Optimum",3001,1290,95,66.29131802
"Optimum",3002,1290,95,62.70833923
"Optimum",3003,1290,95,67.00289809
"Optimum",3004,1290,95,66.66917916
"Optimum",3005,1290,95,61.9931317
"Optimum",3006,1290,95,68.48740822
"Optimum",3007,1290,95,65.06088313
"Optimum",3008,1290,95,70.26986992
"Optimum",3009,1290,95,65.92529437
"Optimum",3010,1290,95,66.0458766
"Optimum",6111,1290,95,64.25976861
"Optimum",6112,1290,95,73.23963492
"Optimum",6113,1290,95,63.78638754
"Optimum",6114,1290,95,70.08911457
"Optimum",6115,1290,95,59.67540362
"Optimum",6116,1290,95,53.78107443
"Optimum",6117,1290,95,64.83579222
"Optimum",6118,1290,95,68.94126639
"Optimum",6119,1290,95,66.66965397
"Optimum",6120,1290,95,71.94037766
"Optimum",2120,1290,95,75.54278303
"Optimum",2119,1290,95,70.12850316
"Optimum",2118,1290,95,70.08653853
"Optimum",2116,1290,95,71.31153857
"Optimum",2115,1290,95,61.43937326
"Optimum",2114,1290,95,70.99871401
"Optimum",2113,1290,95,68.33540586
"Optimum",2112,1290,95,69.62711461
"Optimum",2111,1290,95,66.68248892
"Optimum",7010,1290,95,71.43127766
"Optimum",7009,1290,95,74.73585715
"Optimum",7008,1290,95,65.26392558
"Optimum",7007,1290,95,61.90009247
"Optimum",7006,1290,95,68.25925932
"Optimum",7005,1290,95,72.58782419
"Optimum",7004,1290,95,73.22278008
"Optimum",7003,1290,95,64.8228971
"Optimum",7002,1290,95,60.02360716
"Optimum",7001,1290,95,64.8793617
"Optimum",10120,1290,95,71.39517242
"Optimum",10119,1290,95,62.71009303
"Optimum",10118,1290,95,69.17093195
"Optimum",10117,1290,95,71.24706208
"Optimum",10116,1290,95,61.60264159
"Optimum",10115,1290,95,60.5286294
"Optimum",10114,1290,95,62.53332078
"Optimum",10113,1290,95,57.4890469
"Optimum",10112,1290,95,67.07786049
"Optimum",10111,1290,95,62.61168372
"Optimum",2101,1290,95,67.19008203
"Optimum",2102,1290,95,57.77412167
"Optimum",2103,1290,95,70.13049312
"Optimum",2104,1290,95,72.07957957
"Optimum",2105,1290,95,72.34039696
"Optimum",2106,1290,95,67.10528303
"Optimum",2107,1290,95,75.32293127
"Optimum",2108,1290,95,67.74687122
"Optimum",2109,1290,95,59.10998506
"Optimum",2110,1290,95,79.29436132
"Optimum",7011,1290,95,65.20903681
"Optimum",7012,1290,95,69.73432537
"Optimum",7013,1290,95,62.71875869
"Optimum",7014,1290,95,67.31427822
"Optimum",7015,1290,95,59.46152185
"Optimum",7016,1290,95,65.82227324
"Optimum",7017,1290,95,64.71638191
"Optimum",7018,1290,95,67.54032653
"Optimum",7019,1290,95,67.600511
"Optimum",7020,1290,95,71.59481134
"Optimum",10101,1290,95,68.35326477
"Optimum",10102,1290,95,67.13947514
"Optimum",10103,1290,95,65.30810278
"Optimum",10104,1290,95,70.20998776
"Optimum",10105,1290,95,70.15955416
"Optimum",10106,1290,95,68.33101893
"Optimum",10107,1290,95,55.03436503
"Optimum",10108,1290,95,61.59576305
"Optimum",10109,1290,95,60.32827177
"Optimum",10110,1290,95,60.99210907
"Optimum",2100,1290,95,78.98535893
"Optimum",2099,1290,95,69.3583738
"Optimum",2098,1290,95,61.24862434
"Optimum",2097,1290,95,79.20307629
"Optimum",2096,1290,95,73.97782876
"Optimum",2095,1290,95,65.16382067
"Optimum",2094,1290,95,73.32240135
"Optimum",2093,1290,95,75.85964515
"Optimum",2092,1290,95,65.86728916
"Optimum",2091,1290,95,65.38825987
"Optimum",7030,1290,95,73.25673935
"Optimum",7029,1290,95,59.81647625
"Optimum",7028,1290,95,52.04936381
"Optimum",7027,1290,95,52.33007214
"Optimum",7026,1290,95,71.7005834
"Optimum",7025,1290,95,64.55000907
"Optimum",7024,1290,95,66.42307697
"Optimum",7023,1290,95,75.11450708
"Optimum",7022,1290,95,74.74115507
"Optimum",7021,1290,95,78.88827612
"Optimum",10100,1290,95,68.03289256
"Optimum",10099,1290,95,73.03939273
"Optimum",10098,1290,95,59.06684276
"Optimum",10097,1290,95,69.59698956
"Optimum",10096,1290,95,59.00535289
"Optimum",10095,1290,95,75.5276432
"Optimum",10094,1290,95,63.95049347
"Optimum",10093,1290,95,66.28396826
"Optimum",10092,1290,95,72.55083215
"Optimum",10091,1290,95,61.47008145
"Optimum",2081,1290,95,75.82081585
"Optimum",2082,1290,95,59.25124356
"Optimum",2083,1290,95,67.87273777
"Optimum",2084,1290,95,63.43219777
"Optimum",2085,1290,95,74.9749068
"Optimum",2086,1290,95,65.54280815
"Optimum",2087,1290,95,60.99673764
"Optimum",2088,1290,95,63.41580491
"Optimum",2089,1290,95,62.18960165
"Optimum",2090,1290,95,69.77234369
"Optimum",7031,1290,95,73.66418394
"Optimum",7032,1290,95,64.69950021
"Optimum",7033,1290,95,70.77197929
"Optimum",7034,1290,95,54.44689914
"Optimum",7035,1290,95,66.98770944
"Optimum",7036,1290,95,62.43224199
"Optimum",7037,1290,95,65.30142573
"Optimum",7038,1290,95,72.17541307
"Optimum",7039,1290,95,59.51915957
"Optimum",7040,1290,95,72.28901498
"Optimum",10081,1290,95,67.70543982
"Optimum",10082,1290,95,67.48993198
"Optimum",10083,1290,95,63.87914879
"Optimum",10084,1290,95,67.4715948
"Optimum",10085,1290,95,63.50573439
"Optimum",10086,1290,95,68.97595408
"Optimum",10087,1290,95,69.13175896
"Optimum",10088,1290,95,54.30115737
"Optimum",10089,1290,95,52.37540291
"Optimum",10090,1290,95,65.40639707
"Optimum",2080,1290,95,71.17824833
"Optimum",2079,1290,95,49.9993631
"Optimum",2078,1290,95,66.77884781
"Optimum",2077,1290,95,56.99172297
"Optimum",2076,1290,95,58.83329272
"Optimum",2075,1290,95,60.70754786
"Optimum",2074,1290,95,59.89498551
"Optimum",2073,1290,95,59.07909599
"Optimum",2072,1290,95,57.89498057
"Optimum",2071,1290,95,68.44837473
"Optimum",7050,1290,95,63.05244677
"Optimum",7049,1290,95,68.06917627
"Optimum",7048,1290,95,64.94859159
"Optimum",7047,1290,95,66.37330238
"Optimum",7046,1290,95,72.07147201
"Optimum",7045,1290,95,71.84371998
"Optimum",7044,1290,95,69.0726069
"Optimum",7043,1290,95,62.63852614
"Optimum",7042,1290,95,66.01668261
"Optimum",7041,1290,95,69.52888834
"Optimum",10080,1290,95,73.67048807
"Optimum",10079,1290,95,64.47744332
"Optimum",10078,1290,95,64.91353153
"Optimum",10077,1290,95,62.85233635
"Optimum",10076,1290,95,73.95878282
"Optimum",10075,1290,95,71.82504755
"Optimum",10074,1290,95,72.07099895
"Optimum",10073,1290,95,64.1502352
"Optimum",10072,1290,95,74.82265038
"Optimum",10071,1290,95,71.08153461
"Optimum",2061,1290,95,60.81421488
"Optimum",2062,1290,95,65.02008304
"Optimum",2063,1290,95,62.25550545
"Optimum",2064,1290,95,56.5449692
"Optimum",2065,1290,95,68.32701171
"Optimum",2066,1290,95,60.76736421
"Optimum",2067,1290,95,69.06121127
"Optimum",2068,1290,95,71.75725938
"Optimum",2069,1290,95,60.24857799
"Optimum",2070,1290,95,53.85750695
"Optimum",7051,1290,95,66.47625763
"Optimum",7052,1290,95,64.50642437
"Optimum",7053,1290,95,67.10152866
"Optimum",7054,1290,95,55.00565596
"Optimum",7055,1290,95,62.06588203
"Optimum",7056,1290,95,64.29485406
"Optimum",7057,1290,95,63.17066859
"Optimum",7058,1290,95,60.83309228
"Optimum",7059,1290,95,63.00683659
"Optimum",7060,1290,95,64.7353076
"Optimum",10061,1290,95,60.60921387
"Optimum",10062,1290,95,70.83911584
"Optimum",10063,1290,95,60.08174805
"Optimum",10064,1290,95,67.68171691
"Optimum",10065,1290,95,58.13823561
"Optimum",10066,1290,95,68.55246209
"Optimum",10067,1290,95,67.55195986
"Optimum",10068,1290,95,64.88527712
"Optimum",10069,1290,95,56.47133559
"Optimum",10070,1290,95,58.16866926
"Optimum",2060,1290,95,72.96732212
"Optimum",2059,1290,95,68.69478831
"Optimum",2058,1290,95,71.38796089
"Optimum",2057,1290,95,62.63083402
"Optimum",2056,1290,95,63.40057233
"Optimum",2055,1290,95,58.93729642
"Optimum",2054,1290,95,64.23991462
"Optimum",2053,1290,95,68.03467893
"Optimum",2052,1290,95,53.37445045
"Optimum",2051,1290,95,71.64680946
"Optimum",7070,1290,95,73.04434369
"Optimum",7069,1290,95,61.44995876
"Optimum",7068,1290,95,73.6841505
"Optimum",7067,1290,95,69.82787748
"Optimum",7066,1290,95,67.52227104
"Optimum",7065,1290,95,73.33582143
"Optimum",7064,1290,95,72.14026757
"Optimum",7063,1290,95,63.47049167
"Optimum",7062,1290,95,67.29746318
"Optimum",7061,1290,95,61.92566402
"Optimum",10060,1290,95,71.83477959
"Optimum",10059,1290,95,70.30355455
"Optimum",10058,1290,95,62.12526555
"Optimum",10057,1290,95,61.18306803
"Optimum",10056,1290,95,71.60515703
"Optimum",10055,1290,95,72.943723
"Optimum",10054,1290,95,64.02789487
"Optimum",10053,1290,95,63.98021457
"Optimum",10052,1290,95,69.31349184
"Optimum",10051,1290,95,71.37562509
"Optimum",2041,1290,95,64.83225012
"Optimum",2042,1290,95,63.77433916
"Optimum",2043,1290,95,64.66384827
"Optimum",2044,1290,95,67.29338687
"Optimum",2045,1290,95,63.76630906
"Optimum",2046,1290,95,59.68805015
"Optimum",2047,1290,95,65.64005308
"Optimum",2048,1290,95,65.52040869
"Optimum",2049,1290,95,71.88786799
"Optimum",2050,1290,95,75.75667273
"Optimum",7072,1290,95,62.94865285
"Optimum",7073,1290,95,62.26623951
"Optimum",7074,1290,95,60.56926505
"Optimum",7075,1290,95,65.85004434
"Optimum",7076,1290,95,63.90863625
"Optimum",7077,1290,95,60.6273503
"Optimum",7078,1290,95,58.77066422
"Optimum",7079,1290,95,65.65521816
"Optimum",7080,1290,95,58.14679158
"Optimum",10041,1290,95,66.14786481
"Optimum",10042,1290,95,71.03358188
"Optimum",10043,1290,95,67.45639858
"Optimum",10044,1290,95,60.83338934
"Optimum",10045,1290,95,66.24146147
"Optimum",10046,1290,95,69.43575419
"Optimum",10047,1290,95,64.81627069
"Optimum",10048,1290,95,71.17376962
"Optimum",10049,1290,95,65.88550832
"Optimum",10050,1290,95,68.16198728
"Optimum",2040,1290,95,67.1303113
"Optimum",2039,1290,95,56.37303388
"Optimum",2038,1290,95,55.81535502
"Optimum",2037,1290,95,60.89461508
"Optimum",2036,1290,95,64.87350167
"Optimum",2035,1290,95,63.20581474
"Optimum",2034,1290,95,72.37562035
"Optimum",2033,1290,95,67.10966554
"Optimum",2032,1290,95,60.71109354
"Optimum",2031,1290,95,74.49225679
"Optimum",7090,1290,95,70.00688901
"Optimum",7089,1290,95,71.05461243
"Optimum",7088,1290,95,61.02674402
"Optimum",7087,1290,95,61.06993868
"Optimum",7086,1290,95,60.30405517
"Optimum",7085,1290,95,68.85230655
"Optimum",7084,1290,95,67.10104172
"Optimum",7083,1290,95,68.88044904
"Optimum",7082,1290,95,63.02636158
"Optimum",7081,1290,95,71.2604435
"Optimum",10040,1290,95,68.08182798
"Optimum",10039,1290,95,60.12858525
"Optimum",10038,1290,95,66.39160337
"Optimum",10037,1290,95,72.04252263
"Optimum",10036,1290,95,65.52272857
"Optimum",10035,1290,95,64.66633931
"Optimum",10034,1290,95,68.98429594
"Optimum",10033,1290,95,68.87613076
"Optimum",10032,1290,95,68.87061725
"Optimum",10031,1290,95,65.17247674
"Optimum",2021,1290,95,77.06478892
"Optimum",2022,1290,95,69.91509847
"Optimum",2023,1290,95,64.47243874
"Optimum",2024,1290,95,64.0935682
"Optimum",2025,1290,95,58.07857631
"Optimum",2026,1290,95,71.62633904
"Optimum",2027,1290,95,70.52942668
"Optimum",2028,1290,95,68.47684114
"Optimum",2029,1290,95,69.00901431
"Optimum",2030,1290,95,77.19656878
"Optimum",7091,1290,95,68.31091442
"Optimum",7092,1290,95,56.12135954
"Optimum",7093,1290,95,62.18354937
"Optimum",7094,1290,95,71.54644127
"Optimum",7095,1290,95,71.33771816
"Optimum",7096,1290,95,67.60575189
"Optimum",7097,1290,95,55.84552314
"Optimum",7098,1290,95,52.38547163
"Optimum",7099,1290,95,60.65736308
"Optimum",7100,1290,95,67.43871232
"Optimum",10021,1290,95,60.1327838
"Optimum",10022,1290,95,63.21826046
